timestamp,generatedElectricity,instanceElectricity_x,normalUsage,reverseUsage,instanceElectricity_y,instanceCurrents,instanceCurrentsT
1645733505,,,,,1440.0,,
1645733525,,0.0,,,,,
1645733536,,,,,1392.0,5.0,9.0
1645733565,,,,,1456.0,,
1645733585,,0.0,,,,,
1645733596,,,,,1468.0,6.0,9.0
1645733625,,,,,1416.0,,
1645733645,2787.282,0.0,,,,,
1645733656,,,,,1624.0,5.0,11.0
1645733685,,,,,1572.0,,
1645733705,,0.0,,,,,
1645733716,,,,,1728.0,7.0,10.0
1645733745,,,,,1628.0,,
1645733765,,0.0,,,,,
1645733775,,,,,1524.0,5.0,10.0
1645733806,,,,,1620.0,,
1645733826,,0.0,,,,,
1645733836,,,,,1644.0,6.0,11.0
1645733866,,,,,1556.0,,
1645733886,,0.0,,,,,
1645733896,,,,,1552.0,5.0,10.0
1645733926,,,,,1380.0,,
1645733946,2787.282,0.0,,,,,
1645733956,,,,,1296.0,5.0,8.0
1645733986,,,,,1364.0,,
1645734006,,0.0,,,,,
1645734016,,,,,1300.0,6.0,8.0
1645734046,,,,,1316.0,,
1645734066,,0.0,,,,,
1645734076,,,,,1404.0,6.0,8.0
1645734106,,,,,1296.0,,
1645734126,,0.0,,,,,
1645734136,,,,,1336.0,6.0,8.0
1645734166,,,,,1372.0,,
1645734186,,0.0,,,,,
1645734196,,,,,1284.0,5.0,8.0
1645734226,,,,,1332.0,,
1645734246,2787.282,0.0,,,,,
1645734256,,,,,1308.0,6.0,8.0
1645734286,,,,,1244.0,,
1645734306,,0.0,,,,,
1645734316,,,,,1324.0,6.0,8.0
1645734346,,,,,1228.0,,
1645734366,,0.0,,,,,
1645734376,,,,,1220.0,5.0,7.0
1645734406,,,,,1336.0,,
1645734426,,0.0,,,,,
1645734436,,,,,1220.0,5.0,7.0
1645734466,,,,,1216.0,,
1645734486,,0.0,,,,,
1645734496,,,,,1300.0,6.0,7.0
1645734526,,,,,1224.0,,
1645734546,2787.282,0.0,,,,,
1645734557,,,,,1324.0,6.0,8.0
1645734586,,,,,1208.0,,
1645734600,,,24864.8,2180.3,,,
1645734606,,0.0,,,,,
1645734616,,,,,1224.0,5.0,7.0
1645734646,,,,,1328.0,,
1645734666,,0.0,,,,,
1645734677,,,,,1224.0,5.0,7.0
1645734706,,,,,1240.0,,
1645734726,,0.0,,,,,
1645734736,,,,,2052.0,6.0,14.0
1645734766,,,,,1972.0,,
1645734786,,0.0,,,,,
1645734797,,,,,1980.0,5.0,14.0
1645734826,,,,,2036.0,,
1645734846,2787.282,0.0,,,,,
1645734857,,,,,1940.0,5.0,14.0
1645734886,,,,,1992.0,,
1645734906,,0.0,,,,,
1645734917,,,,,2000.0,5.0,15.0
1645734947,,,,,1984.0,,
1645734967,,0.0,,,,,
1645734977,,,,,1396.0,6.0,8.0
1645735006,,,,,1360.0,,
1645735027,,0.0,,,,,
1645735037,,,,,1400.0,6.0,8.0
1645735066,,,,,1520.0,,
1645735087,,0.0,,,,,
1645735097,,,,,1408.0,6.0,9.0
1645735126,,,,,1484.0,,
1645735147,2787.282,0.0,,,,,
1645735157,,,,,1976.0,8.0,11.0
1645735187,,,,,1452.0,,
1645735207,,0.0,,,,,
1645735217,,,,,1488.0,7.0,9.0
1645735247,,,,,1436.0,,
1645735267,,0.0,,,,,
1645735277,,,,,1408.0,6.0,9.0
1645735307,,,,,1556.0,,
1645735327,,0.0,,,,,
1645735337,,,,,1452.0,6.0,9.0
1645735367,,,,,1448.0,,
1645735387,,0.0,,,,,
1645735397,,,,,1512.0,7.0,9.0
1645735427,,,,,1456.0,,
1645735447,2787.282,0.0,,,,,
1645735457,,,,,1476.0,7.0,8.0
1645735487,,,,,1416.0,,
1645735507,,0.0,,,,,
1645735517,,,,,1364.0,7.0,8.0
1645735547,,,,,1440.0,,
1645735567,,0.0,,,,,
1645735577,,,,,1552.0,7.0,9.0
1645735607,,,,,1368.0,,
1645735627,,0.0,,,,,
1645735637,,,,,1724.0,9.0,8.0
1645735667,,,,,1356.0,,
1645735687,,0.0,,,,,
1645735697,,,,,1412.0,7.0,8.0
1645735727,,,,,1576.0,,
1645735747,2787.282,0.0,,,,,
1645735757,,,,,1520.0,7.0,9.0
1645735787,,,,,1580.0,,
1645735807,,0.0,,,,,
1645735817,,,,,1584.0,7.0,10.0
1645735847,,,,,1524.0,,
1645735867,,0.0,,,,,
1645735877,,,,,1568.0,7.0,9.0
1645735907,,,,,1560.0,,
1645735927,,0.0,,,,,
1645735937,,,,,1468.0,6.0,9.0
1645735968,,,,,1468.0,,
1645735988,,0.0,,,,,
1645735997,,,,,1468.0,6.0,9.0
1645736027,,,,,1516.0,,
1645736048,2787.282,0.0,,,,,
1645736058,,,,,1736.0,6.0,12.0
1645736088,,,,,1444.0,,
1645736108,,0.0,,,,,
1645736118,,,,,1484.0,6.0,9.0
1645736148,,,,,1472.0,,
1645736168,,0.0,,,,,
1645736178,,,,,1456.0,6.0,9.0
1645736208,,,,,1476.0,,
1645736228,,0.0,,,,,
1645736238,,,,,1484.0,6.0,10.0
1645736268,,,,,1500.0,,
1645736288,,0.0,,,,,
1645736298,,,,,1440.0,5.0,10.0
1645736328,,,,,1428.0,,
1645736348,2787.282,0.0,,,,,
1645736358,,,,,1444.0,6.0,9.0
1645736388,,,,,1472.0,,
1645736400,,,24865.5,2180.3,,,
1645736408,,0.0,,,,,
1645736418,,,,,1408.0,5.0,9.0
1645736448,,,,,1460.0,,
1645736468,,0.0,,,,,
1645736478,,,,,1472.0,5.0,10.0
1645736508,,,,,1432.0,,
1645736528,,0.0,,,,,
1645736538,,,,,1644.0,5.0,12.0
1645736568,,,,,1656.0,,
1645736588,,0.0,,,,,
1645736598,,,,,1372.0,5.0,9.0
1645736628,,,,,1344.0,,
1645736648,2787.282,0.0,,,,,
1645736659,,,,,1308.0,5.0,9.0
1645736688,,,,,1264.0,,
1645736708,,0.0,,,,,
1645736719,,,,,1256.0,5.0,8.0
1645736748,,,,,1256.0,,
1645736768,,0.0,,,,,
1645736779,,,,,1212.0,5.0,8.0
1645736808,,,,,1252.0,,
1645736828,,0.0,,,,,
1645736838,,,,,1256.0,5.0,8.0
1645736868,,,,,1200.0,,
1645736888,,0.0,,,,,
1645736898,,,,,1216.0,4.0,8.0
1645736928,,,,,1044.0,,
1645736948,2787.282,0.0,,,,,
1645736959,,,,,992.0,4.0,6.0
1645736988,,,,,1100.0,,
1645737009,,0.0,,,,,
1645737019,,,,,1152.0,4.0,8.0
1645737049,,,,,1088.0,,
1645737069,,0.0,,,,,
1645737079,,,,,1080.0,5.0,6.0
1645737109,,,,,1032.0,,
1645737129,,0.0,,,,,
1645737139,,,,,1068.0,5.0,7.0
1645737169,,,,,1064.0,,
1645737189,,0.0,,,,,
1645737199,,,,,1012.0,5.0,6.0
1645737229,,,,,1140.0,,
1645737249,2787.282,0.0,,,,,
1645737259,,,,,1012.0,5.0,6.0
1645737289,,,,,1008.0,,
1645737309,,0.0,,,,,
1645737319,,,,,1108.0,5.0,7.0
1645737349,,,,,1004.0,,
1645737369,,0.0,,,,,
1645737379,,,,,1052.0,5.0,7.0
1645737409,,,,,1120.0,,
1645737429,,0.0,,,,,
1645737439,,,,,1072.0,5.0,7.0
1645737469,,,,,1132.0,,
1645737489,,0.0,,,,,
1645737499,,,,,1332.0,4.0,10.0
1645737529,,,,,1048.0,,
1645737549,2787.282,0.0,,,,,
1645737559,,,,,2092.0,14.0,7.0
1645737589,,,,,2460.0,,
1645737609,,0.0,,,,,
1645737619,,,,,2280.0,17.0,6.0
1645737649,,,,,3620.0,,
1645737669,,0.0,,,,,
1645737679,,,,,4220.0,17.0,24.0
1645737709,,,,,4512.0,,
1645737729,,0.0,,,,,
1645737739,,,,,4248.0,15.0,27.0
1645737769,,,,,4276.0,,
1645737789,,0.0,,,,,
1645737799,,,,,4312.0,15.0,27.0
1645737829,,,,,4248.0,,
1645737849,2787.282,0.0,,,,,
1645737859,,,,,4164.0,14.0,27.0
1645737889,,,,,2968.0,,
1645737909,,0.0,,,,,
1645737920,,,,,2128.0,4.0,17.0
1645737949,,,,,2160.0,,
1645737969,,0.0,,,,,
1645737980,,,,,1828.0,2.0,16.0
1645738009,,,,,2152.0,,
1645738030,,0.0,,,,,
1645738040,,,,,2244.0,3.0,20.0
1645738069,,,,,2300.0,,
1645738090,,0.0,,,,,
1645738100,,,,,1120.0,3.0,8.0
1645738130,,,,,1280.0,,
1645738150,2787.282,0.0,,,,,
1645738160,,,,,1292.0,4.0,9.0
1645738190,,,,,1252.0,,
1645738200,,,24866.4,2180.3,,,
1645738210,,0.0,,,,,
1645738220,,,,,1328.0,4.0,9.0
1645738250,,,,,1316.0,,
1645738270,,0.0,,,,,
1645738280,,,,,1376.0,5.0,9.0
1645738310,,,,,992.0,,
1645738330,,0.0,,,,,
1645738340,,,,,1348.0,5.0,9.0
1645738370,,,,,1404.0,,
1645738390,,0.0,,,,,
1645738400,,,,,924.0,2.0,7.0
1645738429,,,,,884.0,,
1645738449,2787.282,0.0,,,,,
1645738459,,,,,992.0,3.0,7.0
1645738489,,,,,564.0,,
1645738509,,0.0,,,,,
1645738519,,,,,656.0,3.0,4.0
1645738549,,,,,852.0,,
1645738569,,0.0,,,,,
1645738579,,,,,876.0,4.0,5.0
1645738609,,,,,1164.0,,
1645738629,,0.0,,,,,
1645738639,,,,,1484.0,6.0,9.0
1645738669,,,,,1460.0,,
1645738689,,0.0,,,,,
1645738699,,,,,1476.0,7.0,8.0
1645738729,,,,,1676.0,,
1645738749,2787.282,0.0,,,,,
1645738760,,,,,1628.0,7.0,10.0
1645738789,,,,,1764.0,,
1645738809,,0.0,,,,,
1645738820,,,,,1648.0,7.0,10.0
1645738849,,,,,1656.0,,
1645738869,,0.0,,,,,
1645738879,,,,,1676.0,7.0,10.0
1645738910,,,,,1552.0,,
1645738930,,0.0,,,,,
1645738940,,,,,1600.0,7.0,9.0
1645738970,,,,,2616.0,,
1645738990,,0.0,,,,,
1645739000,,,,,2572.0,17.0,9.0
1645739030,,,,,2564.0,,
1645739050,2787.282,0.0,,,,,
1645739060,,,,,1500.0,6.0,9.0
1645739090,,,,,1368.0,,
1645739110,,0.0,,,,,
1645739120,,,,,1308.0,6.0,8.0
1645739150,,,,,1312.0,,
1645739170,,0.0,,,,,
1645739180,,,,,1300.0,6.0,7.0
1645739210,,,,,1316.0,,
1645739230,,0.0,,,,,
1645739240,,,,,2252.0,16.0,7.0
1645739270,,,,,2284.0,,
1645739290,,0.0,,,,,
1645739300,,,,,2280.0,16.0,7.0
1645739330,,,,,1192.0,,
1645739350,2787.282,0.0,,,,,
1645739360,,,,,1148.0,5.0,7.0
1645739390,,,,,1456.0,,
1645739410,,0.0,,,,,
1645739420,,,,,1580.0,6.0,11.0
1645739450,,,,,1564.0,,
1645739470,,0.0,,,,,
1645739480,,,,,2264.0,15.0,7.0
1645739510,,,,,2252.0,,
1645739530,,0.0,,,,,
1645739540,,,,,2196.0,15.0,7.0
1645739570,,,,,1236.0,,
1645739590,,0.0,,,,,
1645739600,,,,,1116.0,5.0,7.0
1645739630,,,,,1132.0,,
1645739650,2787.282,0.0,,,,,
1645739660,,,,,1164.0,5.0,7.0
1645739690,,,,,1356.0,,
1645739710,,0.0,,,,,
1645739720,,,,,1136.0,5.0,7.0
1645739750,,,,,1148.0,,
1645739770,,0.0,,,,,
1645739780,,,,,1096.0,5.0,6.0
1645739810,,,,,1216.0,,
1645739830,,0.0,,,,,
1645739841,,,,,1200.0,5.0,7.0
1645739871,,,,,1156.0,,
1645739890,,0.0,,,,,
1645739901,,,,,1256.0,5.0,8.0
1645739931,,,,,992.0,,
1645739951,2787.282,0.0,,,,,
1645739961,,,,,968.0,5.0,6.0
1645739991,,,,,1104.0,,
1645740000,,,24867.1,2180.3,,,
1645740011,,0.0,,,,,
1645740021,,,,,988.0,5.0,6.0
1645740051,,,,,1048.0,,
1645740071,,0.0,,,,,
1645740081,,,,,1092.0,5.0,6.0
1645740111,,,,,1036.0,,
1645740131,,0.0,,,,,
1645740141,,,,,1076.0,5.0,6.0
1645740171,,,,,1008.0,,
1645740191,,0.0,,,,,
1645740201,,,,,1008.0,5.0,6.0
1645740231,,,,,1108.0,,
1645740251,2787.282,0.0,,,,,
1645740261,,,,,2468.0,16.0,8.0
1645740291,,,,,2148.0,,
1645740311,,0.0,,,,,
1645740321,,,,,1308.0,8.0,5.0
1645740351,,,,,1628.0,,
1645740371,,0.0,,,,,
1645740381,,,,,1740.0,5.0,12.0
1645740411,,,,,1972.0,,
1645740431,,0.0,,,,,
1645740441,,,,,1940.0,5.0,14.0
1645740471,,,,,2100.0,,
1645740491,,0.0,,,,,
1645740501,,,,,1992.0,5.0,15.0
1645740531,,,,,1880.0,,
1645740551,2787.282,43.0,,,,,
1645740561,,,,,2064.0,6.0,15.0
1645740591,,,,,1760.0,,
1645740611,,0.0,,,,,
1645740622,,,,,1052.0,5.0,6.0
1645740651,,,,,1152.0,,
1645740671,,0.0,,,,,
1645740682,,,,,1048.0,5.0,6.0
1645740711,,,,,1120.0,,
1645740731,,0.0,,,,,
1645740742,,,,,1060.0,5.0,6.0
1645740771,,,,,936.0,,
1645740791,,0.0,,,,,
1645740802,,,,,1300.0,8.0,6.0
1645740832,,,,,944.0,,
1645740851,2787.282,0.0,,,,,
1645740862,,,,,932.0,5.0,5.0
1645740892,,,,,848.0,,
1645740911,,187.0,,,,,
1645740922,,,,,744.0,4.0,4.0
1645740952,,,,,772.0,,
1645740972,,199.0,,,,,
1645740982,,,,,780.0,4.0,4.0
1645741012,,,,,776.0,,
1645741032,,198.0,,,,,
1645741042,,,,,784.0,4.0,4.0
1645741072,,,,,300.0,,
1645741092,,245.0,,,,,
1645741102,,,,,172.0,2.0,2.0
1645741132,,,,,216.0,,
1645741152,2787.282,283.0,,,,,
1645741162,,,,,120.0,1.0,2.0
1645741192,,,,,228.0,,
1645741212,,248.0,,,,,
1645741222,,,,,200.0,1.0,2.0
1645741252,,,,,128.0,,
1645741272,,263.0,,,,,
1645741282,,,,,164.0,2.0,2.0
1645741312,,,,,160.0,,
1645741332,,291.0,,,,,
1645741342,,,,,84.0,1.0,2.0
1645741372,,,,,200.0,,
1645741392,,282.0,,,,,
1645741402,,,,,228.0,1.0,3.0
1645741432,,,,,192.0,,
1645741452,2787.282,269.0,,,,,
1645741462,,,,,204.0,1.0,3.0
1645741492,,,,,192.0,,
1645741512,,256.0,,,,,
1645741522,,,,,184.0,2.0,2.0
1645741552,,,,,440.0,,
1645741572,,253.0,,,,,
1645741582,,,,,128.0,1.0,2.0
1645741612,,,,,180.0,,
1645741633,,266.0,,,,,
1645741642,,,,,156.0,1.0,2.0
1645741672,,,,,116.0,,
1645741703,,,,,176.0,2.0,2.0
1645741732,,263.0,,,616.0,,
1645741752,2787.282,261.0,,,,,
1645741763,,,,,364.0,2.0,3.0
1645741792,,,,,308.0,,
1645741800,,,24867.6,2180.3,,,
1645741812,,260.0,,,,,
1645741823,,,,,348.0,1.0,3.0
1645741852,,,,,332.0,,
1645741872,,281.0,,,,,
1645741883,,,,,260.0,1.0,3.0
1645741912,,,,,296.0,,
1645741932,,319.0,,,,,
1645741943,,,,,284.0,1.0,3.0
1645741972,,,,,1172.0,,
1645741993,,368.0,,,,,
1645742003,,,,,928.0,-1.0,9.0
1645742033,,,,,988.0,,
1645742053,2787.348,395.0,,,,,
1645742063,,,,,948.0,-1.0,10.0
1645742093,,,,,960.0,,
1645742113,,422.0,,,,,
1645742123,,,,,140.0,-1.0,2.0
1645742152,,,,,92.0,,
1645742173,,469.0,,,,,
1645742183,,,,,168.0,-1.0,3.0
1645742213,,,,,420.0,,
1645742233,,403.0,,,,,
1645742243,,,,,180.0,-2.0,4.0
1645742273,,,,,152.0,,
1645742293,,439.0,,,,,
1645742303,,,,,192.0,-1.0,4.0
1645742333,,,,,208.0,,
1645742353,2787.348,401.0,,,,,
1645742363,,,,,140.0,-2.0,3.0
1645742393,,,,,212.0,,
1645742413,,405.0,,,,,
1645742423,,,,,192.0,-1.0,3.0
1645742453,,,,,132.0,,
1645742473,,410.0,,,,,
1645742483,,,,,176.0,-2.0,4.0
1645742513,,,,,188.0,,
1645742533,,425.0,,,,,
1645742543,,,,,100.0,-2.0,3.0
1645742573,,,,,148.0,,
1645742593,,453.0,,,,,
1645742603,,,,,4.0,-2.0,3.0
1645742633,,,,,0.0,,
1645742653,2787.348,587.0,,,,,
1645742663,,,,,44.0,-2.0,3.0
1645742693,,,,,196.0,,
1645742713,,528.0,,,,,
1645742723,,,,,-8.0,-2.0,2.0
1645742753,,,,,-28.0,,
1645742773,,539.0,,,,,
1645742784,,,,,-240.0,-3.0,2.0
1645742813,,,,,-132.0,,
1645742833,,586.0,,,,,
1645742843,,,,,-36.0,-2.0,2.0
1645742873,,,,,-44.0,,
1645742893,,505.0,,,,,
1645742903,,,,,56.0,-2.0,2.0
1645742934,,,,,-232.0,,
1645742953,2787.348,509.0,,,,,
1645742964,,,,,-220.0,-2.0,-2.0
1645742994,,,,,-188.0,,
1645743013,,517.0,,,,,
1645743024,,,,,-248.0,-2.0,-2.0
1645743054,,,,,-204.0,,
1645743074,,527.0,,,,,
1645743084,,,,,-208.0,-2.0,-2.0
1645743114,,,,,-272.0,,
1645743134,,544.0,,,,,
1645743144,,,,,-124.0,-2.0,2.0
1645743174,,,,,-276.0,,
1645743194,,546.0,,,,,
1645743204,,,,,-264.0,-2.0,-2.0
1645743234,,,,,-156.0,,
1645743254,2787.348,531.0,,,,,
1645743264,,,,,-280.0,-2.0,-2.0
1645743294,,,,,-232.0,,
1645743314,,504.0,,,,,
1645743324,,,,,-120.0,-2.0,2.0
1645743354,,,,,-260.0,,
1645743374,,526.0,,,,,
1645743384,,,,,-164.0,-2.0,-2.0
1645743414,,,,,-236.0,,
1645743434,,550.0,,,,,
1645743444,,,,,-248.0,-2.0,-2.0
1645743474,,,,,-140.0,,
1645743494,,589.0,,,,,
1645743504,,,,,-276.0,-2.0,-2.0
1645743534,,,,,-264.0,,
1645743554,2787.348,608.0,,,,,
1645743564,,,,,-192.0,-2.0,2.0
1645743594,,,,,-276.0,,
1645743600,,,24867.6,2180.3,,,
1645743614,,622.0,,,,,
1645743624,,,,,-76.0,-1.0,-2.0
1645743654,,,,,-296.0,,
1645743674,,624.0,,,,,
1645743684,,,,,-332.0,-3.0,-3.0
1645743714,,,,,-300.0,,
1645743734,,619.0,,,,,
1645743744,,,,,-312.0,-3.0,-2.0
1645743774,,,,,-360.0,,
1645743794,,629.0,,,,,
1645743804,,,,,-276.0,-2.0,-2.0
1645743834,,,,,-356.0,,
1645743854,2787.587,625.0,,,,,
1645743864,,,,,-352.0,-3.0,-2.0
1645743895,,,,,-656.0,,
1645743914,,894.0,,,,,
1645743924,,,,,-440.0,-3.0,-2.0
1645743955,,,,,-284.0,,
1645743974,,552.0,,,,,
1645743985,,,,,-268.0,-2.0,-2.0
1645744014,,,,,-308.0,,
1645744034,,529.0,,,,,
1645744044,,,,,-244.0,-2.0,-2.0
1645744075,,,,,-252.0,,
1645744095,,529.0,,,,,
1645744105,,,,,-200.0,0.0,-2.0
1645744134,,,,,-260.0,,
1645744155,2787.587,538.0,,,,,
1645744165,,,,,-228.0,-2.0,-1.0
1645744195,,,,,0.0,,
1645744215,,511.0,,,,,
1645744225,,,,,-272.0,-2.0,-2.0
1645744255,,,,,-312.0,,
1645744275,,533.0,,,,,
1645744285,,,,,-288.0,-2.0,-2.0
1645744315,,,,,-816.0,,
1645744335,,978.0,,,,,
1645744345,,,,,-560.0,-3.0,-3.0
1645744375,,,,,-536.0,,
1645744395,,858.0,,,,,
1645744405,,,,,-428.0,-3.0,-2.0
1645744435,,,,,-868.0,,
1645744455,2787.587,1014.0,,,,,
1645744465,,,,,-1348.0,-7.0,-7.0
1645744495,,,,,-984.0,,
1645744515,,1269.0,,,,,
1645744525,,,,,-1416.0,-7.0,-7.0
1645744555,,,,,-1188.0,,
1645744575,,1688.0,,,,,
1645744585,,,,,-1472.0,-8.0,-7.0
1645744615,,,,,-1320.0,,
1645744635,,1548.0,,,,,
1645744645,,,,,-612.0,-4.0,-3.0
1645744675,,,,,-408.0,,
1645744695,,813.0,,,,,
1645744705,,,,,-1520.0,-9.0,-7.0
1645744735,,,,,-772.0,,
1645744755,2787.587,1440.0,,,,,
1645744765,,,,,-884.0,-6.0,-4.0
1645744795,,,,,-480.0,,
1645744815,,1171.0,,,,,
1645744825,,,,,-464.0,-4.0,-1.0
1645744855,,,,,-304.0,,
1645744875,,852.0,,,,,
1645744885,,,,,-308.0,-3.0,2.0
1645744915,,,,,-260.0,,
1645744935,,914.0,,,,,
1645744945,,,,,-1428.0,-9.0,-6.0
1645744975,,,,,-1440.0,,
1645744995,,1983.0,,,,,
1645745005,,,,,-1476.0,-9.0,-6.0
1645745035,,,,,-1248.0,,
1645745055,2787.587,2006.0,,,,,
1645745066,,,,,-1552.0,-10.0,-6.0
1645745096,,,,,-1648.0,,
1645745116,,2159.0,,,,,
1645745126,,,,,-1744.0,-10.0,-8.0
1645745156,,,,,-1684.0,,
1645745176,,2183.0,,,,,
1645745186,,,,,-1688.0,-10.0,-7.0
1645745216,,,,,-1676.0,,
1645745236,,2113.0,,,,,
1645745246,,,,,-880.0,-6.0,-4.0
1645745276,,,,,-1364.0,,
1645745296,,1923.0,,,,,
1645745306,,,,,-1688.0,-11.0,-7.0
1645745336,,,,,-1936.0,,
1645745356,2787.587,2471.0,,,,,
1645745366,,,,,-2072.0,-12.0,-9.0
1645745396,,,,,-2000.0,,
1645745400,,,24867.6,2180.7,,,
1645745416,,2497.0,,,,,
1645745426,,,,,-2036.0,-12.0,-9.0
1645745456,,,,,-2060.0,,
1645745476,,2500.0,,,,,
1645745486,,,,,-2004.0,-12.0,-9.0
1645745516,,,,,-1808.0,,
1645745536,,2514.0,,,,,
1645745546,,,,,-2052.0,-12.0,-9.0
1645745576,,,,,-1952.0,,
1645745596,,2484.0,,,,,
1645745606,,,,,-1916.0,-11.0,-8.0
1645745636,,,,,-856.0,,
1645745656,2788.18,1360.0,,,,,
1645745666,,,,,-508.0,-4.0,-2.0
1645745696,,,,,-540.0,,
1645745716,,983.0,,,,,
1645745726,,,,,-432.0,-4.0,-2.0
1645745756,,,,,-464.0,,
1645745776,,899.0,,,,,
1645745787,,,,,-448.0,-4.0,-2.0
1645745816,,,,,-236.0,,
1645745836,,838.0,,,,,
1645745846,,,,,-284.0,-3.0,2.0
1645745876,,,,,-300.0,,
1645745896,,1027.0,,,,,
1645745906,,,,,-156.0,-3.0,3.0
1645745936,,,,,-596.0,,
1645745956,2788.18,851.0,,,,,
1645745966,,,,,-1460.0,-7.0,-8.0
1645745996,,,,,-1944.0,,
1645746016,,2320.0,,,,,
1645746027,,,,,-2060.0,-11.0,-10.0
1645746056,,,,,-2060.0,,
1645746076,,2415.0,,,,,
1645746087,,,,,-2084.0,-12.0,-10.0
1645746116,,,,,-2144.0,,
1645746137,,2464.0,,,,,
1645746147,,,,,-2084.0,-12.0,-10.0
1645746176,,,,,-2192.0,,
1645746197,,2504.0,,,,,
1645746207,,,,,-2152.0,-12.0,-10.0
1645746237,,,,,-2048.0,,
1645746257,2788.18,2446.0,,,,,
1645746267,,,,,-2144.0,-12.0,-10.0
1645746296,,,,,-2332.0,,
1645746317,,2609.0,,,,,
1645746327,,,,,-1800.0,-11.0,-8.0
1645746357,,,,,-2192.0,,
1645746377,,2476.0,,,,,
1645746387,,,,,-2400.0,-12.0,-12.0
1645746417,,,,,-2536.0,,
1645746437,,2788.0,,,,,
1645746447,,,,,-2404.0,-12.0,-13.0
1645746477,,,,,-2692.0,,
1645746497,,2849.0,,,,,
1645746507,,,,,-2812.0,-15.0,-14.0
1645746537,,,,,-2704.0,,
1645746557,2788.18,2992.0,,,,,
1645746567,,,,,-2644.0,-14.0,-13.0
1645746597,,,,,-1816.0,,
1645746617,,2326.0,,,,,
1645746627,,,,,-2868.0,-15.0,-14.0
1645746657,,,,,-1932.0,,
1645746677,,1888.0,,,,,
1645746687,,,,,-1388.0,-7.0,-7.0
1645746717,,,,,-2368.0,,
1645746737,,2302.0,,,,,
1645746747,,,,,-1332.0,-7.0,-6.0
1645746777,,,,,-1308.0,,
1645746797,,1752.0,,,,,
1645746807,,,,,-1864.0,-10.0,-9.0
1645746837,,,,,-2812.0,,
1645746857,2788.18,2998.0,,,,,
1645746867,,,,,-2484.0,-14.0,-11.0
1645746897,,,,,-2876.0,,
1645746917,,3125.0,,,,,
1645746928,,,,,-2784.0,-14.0,-14.0
1645746957,,,,,-2856.0,,
1645746977,,3143.0,,,,,
1645746988,,,,,-2804.0,-15.0,-13.0
1645747017,,,,,-2796.0,,
1645747037,,3134.0,,,,,
1645747048,,,,,-2864.0,-15.0,-14.0
1645747077,,,,,-2744.0,,
1645747097,,3071.0,,,,,
1645747108,,,,,-2764.0,-14.0,-13.0
1645747137,,,,,-2776.0,,
1645747158,2788.18,3060.0,,,,,
1645747167,,,,,-2776.0,-15.0,-13.0
1645747198,,,,,-2668.0,,
1645747200,,,24867.6,2181.7,,,
1645747218,,3014.0,,,,,
1645747228,,,,,-2752.0,-14.0,-13.0
1645747258,,,,,-2772.0,,
1645747278,,3061.0,,,,,
1645747288,,,,,-2868.0,-15.0,-14.0
1645747318,,,,,-2860.0,,
1645747338,,3174.0,,,,,
1645747348,,,,,-2728.0,-14.0,-13.0
1645747378,,,,,-2788.0,,
1645747398,,3027.0,,,,,
1645747408,,,,,-2716.0,-15.0,-13.0
1645747438,,,,,-2544.0,,
1645747458,2789.324,3127.0,,,,,
1645747468,,,,,-2784.0,-15.0,-13.0
1645747498,,,,,-2844.0,,
1645747518,,3184.0,,,,,
1645747528,,,,,-2944.0,-16.0,-14.0
1645747558,,,,,-2948.0,,
1645747578,,2892.0,,,,,
1645747588,,,,,-2888.0,-15.0,-14.0
1645747618,,,,,-3068.0,,
1645747638,,3318.0,,,,,
1645747648,,,,,-1292.0,-7.0,-6.0
1645747678,,,,,-1484.0,,
1645747698,,1713.0,,,,,
1645747708,,,,,-1772.0,-10.0,-8.0
1645747738,,,,,-1696.0,,
1645747758,2789.324,2023.0,,,,,
1645747768,,,,,-1196.0,-7.0,-6.0
1645747798,,,,,-1236.0,,
1645747818,,1521.0,,,,,
1645747828,,,,,-1308.0,-7.0,-6.0
1645747858,,,,,-1644.0,,
1645747878,,2014.0,,,,,
1645747889,,,,,-2532.0,-13.0,-12.0
1645747918,,,,,-1292.0,,
1645747938,,1750.0,,,,,
1645747949,,,,,-1264.0,-7.0,-6.0
1645747978,,,,,-1200.0,,
1645747998,,1482.0,,,,,
1645748009,,,,,-1072.0,-6.0,-5.0
1645748038,,,,,-1180.0,,
1645748058,2789.324,1439.0,,,,,
1645748069,,,,,-1656.0,-9.0,-8.0
1645748099,,,,,-1320.0,,
1645748118,,1510.0,,,,,
1645748129,,,,,-1244.0,-7.0,-6.0
1645748159,,,,,-1140.0,,
1645748179,,1503.0,,,,,
1645748189,,,,,-1236.0,-7.0,-6.0
1645748219,,,,,-1184.0,,
1645748239,,1536.0,,,,,
1645748249,,,,,-1168.0,-7.0,-6.0
1645748279,,,,,-1600.0,,
1645748299,,2020.0,,,,,
1645748309,,,,,-1776.0,-10.0,-9.0
1645748339,,,,,-852.0,,
1645748359,2789.324,1643.0,,,,,
1645748369,,,,,-3260.0,-17.0,-15.0
1645748399,,,,,-1628.0,,
1645748419,,2826.0,,,,,
1645748429,,,,,-1948.0,-11.0,-9.0
1645748459,,,,,-1504.0,,
1645748479,,1819.0,,,,,
1645748489,,,,,-1232.0,-7.0,-6.0
1645748519,,,,,-1844.0,,
1645748539,,1946.0,,,,,
