timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1644790875,,,120.0,3.0,4.0,,,
1644790903,,,120.0,,,,,
1644790934,,,120.0,3.0,4.0,,,
1644790964,,,124.0,,,,,
1644790994,,,120.0,3.0,4.0,,,
1644791023,,,120.0,,,,,
1644791024,,,,,,0.0,10600.0,66.0
1644791055,,,124.0,3.0,4.0,,,
1644791084,,,116.0,,,,,
1644791114,,,124.0,3.0,2.0,,,
1644791145,,,124.0,,,,,
1644791176,,,124.0,3.0,2.0,,,
1644791204,,,120.0,,,,,
1644791236,,,124.0,3.0,2.0,,,
1644791264,,,124.0,,,,,
1644791295,,,128.0,3.0,2.0,,,
1644791324,,,124.0,,,0.0,10600.0,66.0
1644791355,,,124.0,3.0,2.0,,,
1644791384,,,128.0,,,,,
1644791400,6555.4,1158.2,,,,,,
1644791415,,,124.0,3.0,3.0,,,
1644791444,,,124.0,,,,,
1644791475,,,124.0,3.0,3.0,,,
1644791504,,,128.0,,,,,
1644791535,,,120.0,3.0,4.0,,,
1644791564,,,120.0,,,,,
1644791595,,,124.0,3.0,4.0,,,
1644791624,,,120.0,,,,,
1644791625,,,,,,0.0,10600.0,66.0
1644791656,,,120.0,3.0,4.0,,,
1644791684,,,120.0,,,,,
1644791715,,,124.0,3.0,4.0,,,
1644791745,,,124.0,,,,,
1644791775,,,120.0,3.0,4.0,,,
1644791804,,,120.0,,,,,
1644791836,,,124.0,3.0,4.0,,,
1644791865,,,124.0,,,,,
1644791895,,,124.0,3.0,4.0,,,
1644791925,,,,,,0.0,10600.0,66.0
1644791926,,,120.0,,,,,
1644791955,,,124.0,3.0,4.0,,,
1644791985,,,124.0,,,,,
1644792015,,,124.0,3.0,4.0,,,
1644792044,,,124.0,,,,,
1644792077,,,124.0,3.0,4.0,,,
1644792106,,,120.0,,,,,
1644792136,,,116.0,3.0,2.0,,,
1644792165,,,128.0,,,,,
1644792195,,,120.0,3.0,2.0,,,
1644792225,,,120.0,,,0.0,10600.0,66.0
1644792256,,,120.0,3.0,2.0,,,
1644792285,,,124.0,,,,,
1644792316,,,124.0,3.0,2.0,,,
1644792345,,,124.0,,,,,
1644792376,,,120.0,3.0,3.0,,,
1644792405,,,124.0,,,,,
1644792436,,,120.0,3.0,3.0,,,
1644792465,,,124.0,,,,,
1644792496,,,120.0,3.0,4.0,,,
1644792525,,,124.0,,,,,
1644792526,,,,,,0.0,10600.0,66.0
1644792556,,,120.0,3.0,4.0,,,
1644792585,,,120.0,,,,,
1644792616,,,120.0,3.0,4.0,,,
1644792645,,,120.0,,,,,
1644792676,,,128.0,3.0,4.0,,,
1644792705,,,120.0,,,,,
1644792736,,,124.0,3.0,4.0,,,
1644792765,,,116.0,,,,,
1644792797,,,120.0,3.0,4.0,,,
1644792825,,,124.0,,,,,
1644792826,,,,,,0.0,10600.0,66.0
1644792857,,,120.0,3.0,4.0,,,
1644792886,,,124.0,,,,,
1644792916,,,124.0,3.0,2.0,,,
1644792945,,,124.0,,,,,
1644792976,,,120.0,3.0,2.0,,,
1644793006,,,124.0,,,,,
1644793036,,,120.0,3.0,2.0,,,
1644793066,,,124.0,,,,,
1644793096,,,124.0,3.0,2.0,,,
1644793126,,,120.0,,,0.0,10600.0,66.0
1644793157,,,120.0,3.0,2.0,,,
1644793186,,,124.0,,,,,
1644793200,6555.4,1158.2,,,,,,
1644793217,,,120.0,3.0,2.0,,,
1644793246,,,124.0,,,,,
1644793277,,,120.0,3.0,2.0,,,
1644793306,,,124.0,,,,,
1644793337,,,120.0,3.0,2.0,,,
1644793366,,,120.0,,,,,
1644793397,,,120.0,3.0,2.0,,,
1644793426,,,124.0,,,,,
1644793427,,,,,,0.0,10600.0,66.0
1644793457,,,124.0,3.0,3.0,,,
1644793486,,,124.0,,,,,
1644793517,,,124.0,3.0,3.0,,,
1644793546,,,124.0,,,,,
1644793577,,,124.0,3.0,3.0,,,
1644793606,,,124.0,,,,,
1644793637,,,124.0,3.0,4.0,,,
1644793668,,,124.0,,,,,
1644793697,,,124.0,3.0,4.0,,,
1644793726,,,124.0,,,,,
1644793727,,,,,,0.0,10600.0,66.0
1644793757,,,124.0,3.0,4.0,,,
1644793786,,,120.0,,,,,
1644793819,,,124.0,3.0,4.0,,,
1644793847,,,124.0,,,,,
1644793879,,,124.0,3.0,4.0,,,
1644793906,,,124.0,,,,,
1644793937,,,124.0,3.0,2.0,,,
1644793966,,,124.0,,,,,
1644793997,,,124.0,3.0,2.0,,,
1644794026,,,124.0,,,,,
1644794027,,,,,,0.0,10600.0,66.0
1644794058,,,124.0,3.0,2.0,,,
1644794087,,,124.0,,,,,
1644794118,,,124.0,3.0,2.0,,,
1644794147,,,124.0,,,,,
1644794178,,,124.0,3.0,2.0,,,
1644794207,,,124.0,,,,,
1644794238,,,124.0,3.0,2.0,,,
1644794267,,,124.0,,,,,
1644794298,,,124.0,3.0,2.0,,,
1644794327,,,124.0,,,0.0,10600.0,66.0
1644794358,,,124.0,3.0,2.0,,,
1644794388,,,124.0,,,,,
1644794420,,,124.0,3.0,3.0,,,
1644794447,,,124.0,,,,,
1644794478,,,124.0,3.0,3.0,,,
1644794507,,,120.0,,,,,
1644794538,,,124.0,3.0,4.0,,,
1644794568,,,124.0,,,,,
1644794598,,,124.0,3.0,4.0,,,
1644794627,,,120.0,,,,,
1644794628,,,,,,0.0,10600.0,66.0
1644794658,,,124.0,3.0,4.0,,,
1644794687,,,120.0,,,,,
1644794718,,,128.0,4.0,4.0,,,
1644794747,,,124.0,,,,,
1644794778,,,120.0,3.0,4.0,,,
1644794808,,,124.0,,,,,
1644794838,,,124.0,3.0,4.0,,,
1644794868,,,108.0,,,,,
1644794898,,,92.0,5.0,2.0,,,
1644794928,,,84.0,,,,,
1644794958,,,84.0,3.0,2.0,,,
1644794987,,,88.0,,,0.0,10600.0,66.0
1644795000,6555.5,1158.2,,,,,,
1644795019,,,76.0,5.0,2.0,,,
1644795048,,,76.0,,,,,
1644795078,,,76.0,5.0,2.0,,,
1644795108,,,72.0,,,,,
1644795139,,,68.0,5.0,2.0,,,
1644795168,,,64.0,,,,,
1644795199,,,60.0,3.0,-1.0,,,
1644795228,,,56.0,,,0.0,10600.0,66.0
1644795259,,,56.0,3.0,-2.0,,,
1644795288,,,56.0,,,,,
1644795319,,,120.0,4.0,3.0,,,
1644795348,,,120.0,,,,,
1644795379,,,124.0,3.0,3.0,,,
1644795408,,,120.0,,,,,
1644795439,,,120.0,3.0,3.0,,,
1644795468,,,124.0,,,,,
1644795499,,,120.0,3.0,4.0,,,
1644795528,,,120.0,,,,,
1644795529,,,,,,0.0,10600.0,66.0
1644795559,,,120.0,3.0,4.0,,,
1644795588,,,124.0,,,,,
1644795619,,,124.0,3.0,4.0,,,
1644795648,,,128.0,,,,,
1644795679,,,120.0,3.0,4.0,,,
1644795708,,,124.0,,,,,
1644795739,,,128.0,3.0,4.0,,,
1644795768,,,120.0,,,,,
1644795800,,,120.0,5.0,4.0,,,
1644795827,,,0.0,,,,,
1644795828,,,,,,0.0,10600.0,66.0
1644795858,,,0.0,5.0,-2.0,,,
1644795888,,,0.0,,,,,
1644795918,,,4.0,3.0,-2.0,,,
1644795947,,,140.0,,,,,
1644795978,,,124.0,3.0,-2.0,,,
1644796008,,,304.0,,,,,
1644796038,,,124.0,3.0,-2.0,,,
1644796068,,,256.0,,,,,
1644796098,,,124.0,3.0,-2.0,,,
1644796128,,,148.0,,,0.0,10600.0,66.0
1644796159,,,8.0,3.0,-2.0,,,
1644796188,,,32.0,,,,,
1644796219,,,-24.0,3.0,-2.0,,,
1644796248,,,248.0,,,,,
1644796279,,,96.0,3.0,3.0,,,
1644796308,,,104.0,,,,,
1644796339,,,532.0,3.0,7.0,,,
1644796369,,,140.0,,,,,
1644796399,,,124.0,4.0,3.0,,,
1644796428,,,116.0,,,0.0,10600.0,66.0
1644796459,,,124.0,4.0,4.0,,,
1644796488,,,124.0,,,,,
1644796519,,,124.0,3.0,4.0,,,
1644796548,,,120.0,,,,,
1644796579,,,124.0,3.0,4.0,,,
1644796608,,,124.0,,,,,
1644796639,,,128.0,4.0,-3.0,,,
1644796668,,,136.0,,,,,
1644796699,,,-40.0,3.0,-2.0,,,
1644796729,,,-40.0,,,0.0,10600.0,66.0
1644796759,,,172.0,6.0,-2.0,,,
1644796789,,,136.0,,,,,
1644796800,6555.6,1158.2,,,,,,
1644796819,,,-32.0,5.0,-2.0,,,
1644796848,,,116.0,,,,,
1644796879,,,124.0,3.0,3.0,,,
1644796908,,,108.0,,,,,
1644796939,,,124.0,3.0,4.0,,,
1644796968,,,124.0,,,,,
1644796999,,,120.0,4.0,4.0,,,
1644797029,,,124.0,,,0.0,10600.0,66.0
1644797059,,,124.0,3.0,4.0,,,
1644797089,,,124.0,,,,,
1644797119,,,124.0,4.0,4.0,,,
1644797149,,,124.0,,,,,
1644797179,,,124.0,4.0,4.0,,,
1644797209,,,124.0,,,,,
1644797240,,,120.0,4.0,4.0,,,
1644797269,,,-84.0,,,,,
1644797301,,,128.0,5.0,-2.0,,,
1644797329,,,132.0,,,,,
1644797360,,,132.0,5.0,-2.0,,,
1644797389,,,128.0,,,,,
1644797421,,,132.0,3.0,-2.0,,,
1644797449,,,128.0,,,0.0,10600.0,66.0
1644797480,,,132.0,3.0,-2.0,,,
1644797509,,,132.0,,,,,
1644797540,,,136.0,3.0,0.0,,,
1644797569,,,124.0,,,,,
1644797600,,,128.0,3.0,4.0,,,
1644797629,,,108.0,,,,,
1644797630,,,,,,0.0,10600.0,66.0
1644797661,,,124.0,3.0,4.0,,,
1644797689,,,124.0,,,,,
1644797720,,,124.0,3.0,4.0,,,
1644797749,,,124.0,,,,,
1644797780,,,124.0,3.0,4.0,,,
1644797809,,,124.0,,,,,
1644797840,,,120.0,3.0,4.0,,,
1644797869,,,120.0,,,,,
1644797901,,,172.0,4.0,-3.0,,,
1644797929,,,160.0,,,,,
1644797930,,,,,,0.0,10600.0,66.0
1644797962,,,200.0,3.0,2.0,,,
1644797989,,,136.0,,,,,
1644798021,,,228.0,6.0,-3.0,,,
1644798050,,,84.0,,,,,
1644798080,,,112.0,6.0,-3.0,,,
1644798110,,,24.0,,,,,
1644798141,,,128.0,6.0,-3.0,,,
1644798171,,,4.0,,,,,
1644798201,,,232.0,6.0,-2.0,,,
1644798230,,,-44.0,,,0.0,10600.0,66.0
1644798261,,,272.0,6.0,-4.0,,,
1644798290,,,-16.0,,,,,
1644798322,,,204.0,5.0,-3.0,,,
1644798350,,,20.0,,,,,
1644798381,,,232.0,5.0,4.0,,,
1644798410,,,44.0,,,,,
1644798441,,,212.0,6.0,1.0,,,
1644798470,,,-32.0,,,,,
1644798501,,,168.0,2.0,-4.0,,,
1644798530,,,120.0,,,,,
1644798531,,,,,,0.0,10600.0,66.0
1644798561,,,140.0,4.0,-2.0,,,
1644798590,,,124.0,,,,,
1644798600,6555.6,1158.2,,,,,,
1644798621,,,0.0,4.0,-2.0,,,
1644798650,,,40.0,,,,,
1644798682,,,120.0,4.0,-2.0,,,
1644798710,,,24.0,,,,,
1644798741,,,104.0,4.0,-2.0,,,
1644798770,,,132.0,,,,,
1644798801,,,108.0,4.0,-2.0,,,
1644798830,,,124.0,,,,,
1644798831,,,,,,0.0,10600.0,66.0
1644798861,,,160.0,5.0,-3.0,,,
1644798890,,,144.0,,,,,
1644798921,,,136.0,5.0,-4.0,,,
1644798951,,,-208.0,,,,,
1644798982,,,136.0,3.0,4.0,,,
1644799010,,,1068.0,,,,,
1644799042,,,120.0,3.0,5.0,,,
1644799070,,,120.0,,,,,
1644799101,,,-68.0,5.0,-4.0,,,
1644799131,,,28.0,,,0.0,10600.0,66.0
1644799162,,,116.0,3.0,4.0,,,
1644799191,,,80.0,,,,,
1644799222,,,132.0,4.0,-2.0,,,
1644799251,,,108.0,,,,,
1644799281,,,148.0,5.0,-2.0,,,
1644799311,,,108.0,,,,,
1644799342,,,136.0,4.0,-2.0,,,
1644799371,,,140.0,,,,,
1644799402,,,148.0,4.0,-2.0,,,
1644799432,,,120.0,,,0.0,10600.0,66.0
1644799462,,,156.0,6.0,-3.0,,,
1644799491,,,132.0,,,,,
1644799522,,,144.0,8.0,-4.0,,,
1644799551,,,132.0,,,,,
1644799582,,,144.0,4.0,-2.0,,,
1644799612,,,124.0,,,,,
1644799642,,,124.0,4.0,-2.0,,,
1644799671,,,220.0,,,,,
1644799703,,,128.0,3.0,-3.0,,,
1644799731,,,84.0,,,,,
1644799732,,,,,,0.0,10600.0,66.0
1644799762,,,116.0,3.0,4.0,,,
1644799791,,,288.0,,,,,
1644799823,,,312.0,7.0,-1.0,,,
1644799852,,,68.0,,,,,
1644799882,,,52.0,4.0,-3.0,,,
1644799911,,,120.0,,,,,
1644799943,,,152.0,5.0,-2.0,,,
1644799971,,,136.0,,,,,
1644800003,,,128.0,4.0,-2.0,,,
1644800032,,,292.0,,,0.0,10600.0,66.0
1644800063,,,136.0,4.0,-2.0,,,
1644800092,,,132.0,,,,,
1644800123,,,124.0,4.0,-2.0,,,
1644800152,,,124.0,,,,,
1644800183,,,120.0,3.0,2.0,,,
1644800212,,,116.0,,,,,
1644800243,,,128.0,4.0,-2.0,,,
1644800272,,,148.0,,,,,
1644800303,,,136.0,8.0,-4.0,,,
1644800332,,,164.0,,,,,
1644800333,,,,,,0.0,10600.0,66.0
1644800363,,,124.0,6.0,-3.0,,,
1644800392,,,128.0,,,,,
1644800400,6555.7,1158.2,,,,,,
1644800423,,,140.0,4.0,-2.0,,,
1644800452,,,132.0,,,,,
1644800483,,,152.0,5.0,-2.0,,,
1644800512,,,160.0,,,,,
1644800543,,,120.0,5.0,-2.0,,,
1644800572,,,128.0,,,,,
1644800603,,,124.0,5.0,-2.0,,,
1644800632,,,132.0,,,,,
1644800633,,,,,,0.0,10600.0,66.0
1644800663,,,180.0,5.0,-2.0,,,
1644800692,,,128.0,,,,,
1644800723,,,120.0,5.0,-3.0,,,
1644800752,,,112.0,,,,,
1644800784,,,116.0,4.0,-2.0,,,
1644800812,,,116.0,,,,,
1644800843,,,128.0,4.0,-2.0,,,
1644800873,,,132.0,,,,,
1644800904,,,132.0,4.0,-2.0,,,
1644800933,,,120.0,,,0.0,10600.0,66.0
1644800964,,,128.0,4.0,-2.0,,,
1644800993,,,128.0,,,,,
1644801024,,,132.0,4.0,-2.0,,,
1644801053,,,140.0,,,,,
1644801084,,,120.0,4.0,-2.0,,,
1644801113,,,100.0,,,,,
1644801144,,,128.0,4.0,-2.0,,,
1644801173,,,136.0,,,,,
1644801204,,,128.0,4.0,-2.0,,,
1644801233,,,128.0,,,0.0,10600.0,66.0
1644801266,,,136.0,4.0,-2.0,,,
1644801293,,,136.0,,,,,
1644801324,,,132.0,4.0,-2.0,,,
1644801353,,,128.0,,,,,
1644801384,,,132.0,4.0,-2.0,,,
1644801413,,,128.0,,,,,
1644801444,,,132.0,4.0,-2.0,,,
1644801473,,,140.0,,,,,
1644801504,,,124.0,3.0,3.0,,,
1644801534,,,132.0,,,0.0,10600.0,66.0
1644801564,,,132.0,4.0,-2.0,,,
1644801593,,,132.0,,,,,
1644801624,,,136.0,4.0,-2.0,,,
1644801653,,,132.0,,,,,
1644801685,,,132.0,4.0,-2.0,,,
1644801715,,,128.0,,,,,
1644801744,,,132.0,4.0,-2.0,,,
1644801774,,,128.0,,,,,
1644801805,,,128.0,4.0,-2.0,,,
1644801833,,,128.0,,,,,
1644801834,,,,,,0.0,10600.0,66.0
1644801864,,,128.0,4.0,-2.0,,,
1644801894,,,128.0,,,,,
1644801925,,,132.0,4.0,-2.0,,,
1644801954,,,132.0,,,,,
1644801985,,,132.0,4.0,-2.0,,,
1644802014,,,128.0,,,,,
1644802045,,,132.0,4.0,-2.0,,,
1644802074,,,128.0,,,,,
1644802105,,,128.0,4.0,-2.0,,,
1644802134,,,132.0,,,0.0,10600.0,66.0
1644802164,,,124.0,4.0,-2.0,,,
1644802194,,,128.0,,,,,
1644802200,6555.8,1158.2,,,,,,
1644802225,,,116.0,4.0,-2.0,,,
1644802255,,,236.0,,,,,
1644802285,,,136.0,3.0,2.0,,,
1644802314,,,132.0,,,,,
1644802345,,,132.0,4.0,-2.0,,,
1644802374,,,128.0,,,,,
1644802405,,,132.0,4.0,-2.0,,,
1644802434,,,124.0,,,,,
1644802435,,,,,,0.0,10600.0,66.0
1644802465,,,128.0,4.0,-2.0,,,
1644802494,,,128.0,,,,,
1644802525,,,132.0,4.0,-2.0,,,
1644802554,,,124.0,,,,,
1644802585,,,128.0,4.0,-2.0,,,
1644802614,,,128.0,,,,,
1644802646,,,124.0,4.0,-2.0,,,
1644802674,,,128.0,,,,,
1644802705,,,128.0,4.0,-2.0,,,
1644802735,,,132.0,,,0.0,10600.0,66.0
1644802766,,,132.0,4.0,-2.0,,,
1644802794,,,132.0,,,,,
1644802826,,,132.0,4.0,-2.0,,,
1644802855,,,128.0,,,,,
1644802885,,,132.0,4.0,-2.0,,,
1644802915,,,128.0,,,,,
1644802945,,,128.0,4.0,-2.0,,,
1644802975,,,128.0,,,,,
1644803006,,,128.0,4.0,-2.0,,,
1644803035,,,124.0,,,0.0,10600.0,66.0
1644803065,,,128.0,4.0,-2.0,,,
1644803095,,,128.0,,,,,
1644803125,,,128.0,4.0,-2.0,,,
1644803155,,,124.0,,,,,
1644803187,,,128.0,4.0,-2.0,,,
1644803215,,,124.0,,,,,
1644803247,,,128.0,4.0,-2.0,,,
1644803276,,,128.0,,,,,
1644803306,,,124.0,4.0,-2.0,,,
1644803336,,,132.0,,,0.0,10600.0,66.0
1644803366,,,132.0,4.0,-2.0,,,
1644803396,,,128.0,,,,,
1644803426,,,32.0,3.0,-2.0,,,
1644803456,,,128.0,,,,,
1644803487,,,136.0,4.0,-2.0,,,
1644803515,,,128.0,,,,,
1644803546,,,128.0,4.0,-2.0,,,
1644803575,,,140.0,,,,,
1644803606,,,128.0,4.0,-2.0,,,
1644803635,,,128.0,,,,,
1644803636,,,,,,0.0,10600.0,66.0
1644803666,,,124.0,4.0,-2.0,,,
1644803695,,,128.0,,,,,
1644803726,,,124.0,3.0,-2.0,,,
1644803755,,,124.0,,,,,
1644803786,,,128.0,4.0,-2.0,,,
1644803816,,,128.0,,,,,
1644803847,,,124.0,4.0,-2.0,,,
1644803876,,,124.0,,,,,
1644803907,,,128.0,4.0,-2.0,,,
1644803936,,,128.0,,,0.0,10600.0,66.0
1644803967,,,124.0,4.0,-2.0,,,
1644803996,,,124.0,,,,,
1644804000,6555.8,1158.2,,,,,,
1644804027,,,120.0,4.0,-2.0,,,
1644804056,,,124.0,,,,,
1644804087,,,124.0,4.0,-2.0,,,
1644804116,,,128.0,,,,,
1644804147,,,128.0,4.0,-2.0,,,
1644804176,,,128.0,,,,,
1644804207,,,132.0,4.0,-2.0,,,
1644804236,,,,,,0.0,10600.0,66.0
1644804237,,,132.0,,,,,
1644804267,,,132.0,4.0,-2.0,,,
1644804296,,,140.0,,,,,
1644804327,,,128.0,4.0,-2.0,,,
1644804356,,,132.0,,,,,
1644804387,,,128.0,4.0,-2.0,,,
1644804416,,,128.0,,,,,
1644804447,,,128.0,4.0,-2.0,,,
1644804476,,,128.0,,,,,
1644804507,,,124.0,4.0,-2.0,,,
1644804537,,,240.0,,,0.0,10600.0,66.0
1644804567,,,108.0,3.0,2.0,,,
1644804596,,,128.0,,,,,
1644804627,,,124.0,4.0,-2.0,,,
1644804656,,,128.0,,,,,
1644804687,,,136.0,4.0,-2.0,,,
1644804717,,,128.0,,,,,
1644804747,,,124.0,3.0,-2.0,,,
1644804777,,,132.0,,,,,
1644804807,,,128.0,4.0,-2.0,,,
1644804837,,,132.0,,,0.0,10600.0,66.0
1644804867,,,128.0,4.0,-2.0,,,
1644804897,,,132.0,,,,,
1644804928,,,128.0,4.0,-2.0,,,
1644804957,,,132.0,,,,,
1644804988,,,152.0,4.0,-2.0,,,
1644805017,,,132.0,,,,,
1644805048,,,120.0,4.0,-2.0,,,
1644805077,,,132.0,,,,,
1644805108,,,128.0,4.0,-2.0,,,
1644805137,,,124.0,,,0.0,10600.0,66.0
1644805168,,,124.0,4.0,-2.0,,,
1644805197,,,128.0,,,,,
1644805228,,,128.0,4.0,-2.0,,,
1644805257,,,128.0,,,,,
1644805288,,,124.0,4.0,-2.0,,,
1644805317,,,124.0,,,,,
1644805348,,,128.0,4.0,-2.0,,,
1644805377,,,128.0,,,,,
1644805408,,,124.0,4.0,-2.0,,,
1644805437,,,128.0,,,,,
1644805438,,,,,,0.0,10600.0,66.0
1644805469,,,128.0,4.0,-2.0,,,
1644805497,,,132.0,,,,,
1644805529,,,124.0,3.0,-2.0,,,
1644805558,,,136.0,,,,,
1644805589,,,132.0,3.0,-2.0,,,
1644805618,,,132.0,,,,,
1644805650,,,136.0,3.0,-2.0,,,
1644805678,,,136.0,,,,,
1644805708,,,132.0,3.0,-2.0,,,
1644805738,,,,,,0.0,10600.0,66.0
1644805739,,,144.0,,,,,
1644805768,,,236.0,3.0,2.0,,,
1644805798,,,112.0,,,,,
1644805800,6555.9,1158.2,,,,,,
1644805828,,,128.0,3.0,-2.0,,,
1644805858,,,132.0,,,,,
1644805888,,,128.0,3.0,-2.0,,,
1644805919,,,128.0,,,,,
1644805948,,,128.0,3.0,-2.0,,,
1644805978,,,128.0,,,,,
1644806008,,,128.0,3.0,-2.0,,,
1644806038,,,128.0,,,0.0,10600.0,66.0
1644806069,,,132.0,3.0,-2.0,,,
1644806098,,,128.0,,,,,
1644806129,,,128.0,3.0,-2.0,,,
1644806158,,,128.0,,,,,
1644806189,,,124.0,3.0,-2.0,,,
1644806218,,,128.0,,,,,
1644806249,,,128.0,3.0,-2.0,,,
1644806278,,,132.0,,,,,
1644806309,,,128.0,3.0,-2.0,,,
1644806338,,,128.0,,,,,
1644806339,,,,,,0.0,10600.0,66.0
1644806369,,,124.0,3.0,-2.0,,,
1644806398,,,128.0,,,,,
1644806429,,,124.0,3.0,-2.0,,,
1644806458,,,128.0,,,,,
1644806489,,,128.0,3.0,-2.0,,,
1644806518,,,124.0,,,,,
1644806549,,,-144.0,8.0,-3.0,,,
1644806578,,,-160.0,,,,,
1644806609,,,204.0,9.0,-3.0,,,
1644806637,,,-268.0,,,,,
1644806638,,,,,,0.0,10600.0,66.0
1644806668,,,132.0,8.0,-4.0,,,
1644806697,,,140.0,,,,,
1644806728,,,128.0,7.0,-2.0,,,
1644806758,,,128.0,,,,,
1644806788,,,124.0,3.0,-2.0,,,
1644806817,,,132.0,,,,,
1644806848,,,284.0,7.0,-3.0,,,
1644806877,,,136.0,,,,,
1644806908,,,132.0,9.0,-4.0,,,
1644806938,,,-264.0,,,0.0,10600.0,66.0
1644806969,,,-288.0,8.0,-4.0,,,
1644806998,,,-24.0,,,,,
1644807028,,,120.0,3.0,-2.0,,,
1644807058,,,124.0,,,,,
1644807089,,,128.0,3.0,-2.0,,,
1644807118,,,124.0,,,,,
1644807149,,,128.0,9.0,-4.0,,,
1644807178,,,124.0,,,,,
1644807209,,,124.0,3.0,-2.0,,,
1644807238,,,132.0,,,0.0,10600.0,66.0
1644807270,,,116.0,3.0,-2.0,,,
1644807298,,,112.0,,,,,
1644807329,,,116.0,3.0,-2.0,,,
1644807358,,,128.0,,,,,
1644807389,,,120.0,-3.0,9.0,,,
1644807418,,,112.0,,,,,
1644807449,,,-180.0,1.0,-3.0,,,
1644807479,,,104.0,,,,,
1644807509,,,116.0,-3.0,9.0,,,
1644807538,,,128.0,,,,,
1644807539,,,,,,0.0,10600.0,66.0
1644807569,,,444.0,-1.0,10.0,,,
1644807598,,,192.0,,,,,
1644807600,6555.9,1158.2,,,,,,
1644807629,,,108.0,-3.0,8.0,,,
1644807658,,,48.0,,,,,
1644807689,,,56.0,-4.0,8.0,,,
1644807718,,,56.0,,,,,
1644807749,,,60.0,-4.0,6.0,,,
1644807779,,,56.0,,,,,
1644807809,,,56.0,-4.0,8.0,,,
1644807838,,,56.0,,,,,
1644807839,,,,,,0.0,9600.0,66.0
1644807871,,,64.0,4.0,-3.0,,,
1644807900,,,64.0,,,,,
1644807930,,,60.0,4.0,-3.0,,,
1644807959,,,64.0,,,,,
1644807990,,,64.0,4.0,-3.0,,,
1644808019,,,64.0,,,,,
1644808050,,,64.0,4.0,-3.0,,,
1644808079,,,52.0,,,,,
1644808109,,,52.0,-4.0,9.0,,,
1644808139,,,60.0,,,400.0,8800.0,67.0
1644808170,,,64.0,4.0,-3.0,,,
1644808199,,,64.0,,,,,
1644808230,,,64.0,4.0,3.0,,,
1644808259,,,64.0,,,,,
1644808290,,,64.0,4.0,-3.0,,,
1644808319,,,68.0,,,,,
1644808350,,,64.0,4.0,-3.0,,,
1644808379,,,64.0,,,,,
1644808410,,,52.0,-7.0,7.0,,,
1644808439,,,64.0,,,,,
1644808440,,,,,,400.0,8700.0,67.0
1644808470,,,60.0,4.0,-3.0,,,
1644808499,,,64.0,,,,,
1644808530,,,64.0,4.0,-3.0,,,
1644808559,,,64.0,,,,,
1644808590,,,60.0,4.0,-3.0,,,
1644808619,,,64.0,,,,,
1644808650,,,64.0,4.0,-3.0,,,
1644808679,,,64.0,,,,,
1644808711,,,64.0,4.0,-3.0,,,
1644808740,,,60.0,,,400.0,8500.0,67.0
1644808771,,,68.0,4.0,-3.0,,,
1644808800,,,64.0,,,,,
1644808831,,,64.0,4.0,-3.0,,,
1644808859,,,64.0,,,,,
1644808890,,,64.0,4.0,-3.0,,,
1644808920,,,68.0,,,,,
1644808951,,,64.0,4.0,-3.0,,,
1644808980,,,60.0,,,,,
1644809011,,,64.0,4.0,-2.0,,,
1644809040,,,,,,400.0,8200.0,67.0
1644809041,,,60.0,,,,,
1644809071,,,52.0,-7.0,7.0,,,
1644809100,,,64.0,,,,,
1644809131,,,64.0,4.0,-3.0,,,
1644809160,,,64.0,,,,,
1644809191,,,64.0,4.0,-3.0,,,
1644809220,,,60.0,,,,,
1644809251,,,64.0,4.0,-3.0,,,
1644809280,,,60.0,,,,,
1644809311,,,64.0,4.0,-3.0,,,
1644809340,,,64.0,,,,,
1644809341,,,,,,400.0,8200.0,67.0
1644809371,,,64.0,4.0,-3.0,,,
1644809400,6556.0,1158.2,60.0,,,,,
1644809431,,,64.0,-4.0,3.0,,,
1644809461,,,64.0,,,,,
1644809491,,,60.0,4.0,-3.0,,,
1644809520,,,64.0,,,,,
1644809551,,,64.0,4.0,-3.0,,,
1644809580,,,64.0,,,,,
1644809611,,,64.0,4.0,-3.0,,,
1644809640,,,68.0,,,,,
1644809641,,,,,,500.0,8100.0,67.0
1644809671,,,64.0,4.0,-3.0,,,
1644809700,,,64.0,,,,,
1644809731,,,60.0,3.0,-2.0,,,
1644809760,,,64.0,,,,,
1644809791,,,64.0,3.0,-2.0,,,
1644809820,,,60.0,,,,,
1644809852,,,64.0,4.0,-3.0,,,
1644809881,,,64.0,,,,,
1644809912,,,64.0,4.0,-3.0,,,
1644809940,,,60.0,,,,,
1644809941,,,,,,400.0,8200.0,67.0
1644809972,,,64.0,4.0,-3.0,,,
1644810001,,,60.0,,,,,
1644810032,,,60.0,4.0,-3.0,,,
1644810061,,,64.0,,,,,
1644810092,,,64.0,4.0,-3.0,,,
1644810121,,,60.0,,,,,
1644810152,,,64.0,4.0,-3.0,,,
1644810181,,,60.0,,,,,
1644810212,,,64.0,4.0,-3.0,,,
1644810241,,,64.0,,,,,
1644810242,,,,,,500.0,8100.0,67.0
1644810272,,,64.0,4.0,-3.0,,,
1644810301,,,60.0,,,,,
1644810332,,,64.0,4.0,3.0,,,
1644810361,,,64.0,,,,,
1644810392,,,64.0,4.0,-3.0,,,
