timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1643605200,6088.8,1101.1,,,,,,
1643605204,,,60.0,,,,,
1643605235,,,-1872.0,-9.0,-10.0,,,
1643605264,,,-1868.0,,,,,
1643605294,,,-1872.0,-9.0,-10.0,,,
1643605324,,,-1872.0,,,0.0,9500.0,66.0
1643605355,,,-1868.0,-9.0,-10.0,,,
1643605384,,,-1860.0,,,,,
1643605415,,,-1856.0,-9.0,-10.0,,,
1643605444,,,-1852.0,,,,,
1643605475,,,-1852.0,-9.0,-10.0,,,
1643605504,,,-1840.0,,,,,
1643605535,,,-1836.0,-9.0,-10.0,,,
1643605565,,,-1844.0,,,,,
1643605595,,,-1844.0,-9.0,-10.0,,,
1643605625,,,-1836.0,,,,,
1643605655,,,-1836.0,-9.0,-10.0,,,
1643605684,,,-1820.0,,,,,
1643605715,,,56.0,3.0,-2.0,,,
1643605745,,,56.0,,,,,
1643605775,,,56.0,3.0,-2.0,,,
1643605804,,,52.0,,,,,
1643605836,,,-1812.0,-9.0,-10.0,,,
1643605865,,,-1812.0,,,,,
1643605895,,,-1796.0,-9.0,-10.0,,,
1643605924,,,,,,0.0,9400.0,66.0
1643605925,,,-1740.0,,,,,
1643605955,,,-1572.0,-8.0,-9.0,,,
1643605985,,,-1536.0,,,,,
1643606015,,,-1468.0,-7.0,-8.0,,,
1643606045,,,-1412.0,,,,,
1643606075,,,-1368.0,-7.0,-8.0,,,
1643606105,,,-1336.0,,,,,
1643606136,,,-1320.0,-7.0,-8.0,,,
1643606165,,,-1052.0,,,,,
1643606195,,,-260.0,3.0,-3.0,,,
1643606225,,,52.0,,,,,
1643606256,,,52.0,3.0,-2.0,,,
1643606285,,,-1396.0,,,,,
1643606316,,,-1424.0,-7.0,-8.0,,,
1643606345,,,-1520.0,,,,,
1643606376,,,-1532.0,-8.0,-9.0,,,
1643606405,,,-1728.0,,,,,
1643606436,,,-1732.0,-8.0,-10.0,,,
1643606465,,,-1728.0,,,,,
1643606496,,,-1720.0,-8.0,-10.0,,,
1643606525,,,-1716.0,,,0.0,9300.0,66.0
1643606556,,,-1716.0,-8.0,-9.0,,,
1643606587,,,-1712.0,,,,,
1643606616,,,-1712.0,-8.0,-9.0,,,
1643606645,,,-1704.0,,,,,
1643606676,,,-1524.0,-7.0,-9.0,,,
1643606705,,,56.0,,,,,
1643606737,,,56.0,3.0,-2.0,,,
1643606765,,,56.0,,,,,
1643606796,,,-1312.0,-7.0,-8.0,,,
1643606826,,,-1292.0,,,,,
1643606856,,,-1292.0,-7.0,-8.0,,,
1643606886,,,-1304.0,,,,,
1643606916,,,-1320.0,-7.0,-8.0,,,
1643606946,,,-1340.0,,,,,
1643606976,,,-1444.0,-7.0,-8.0,,,
1643607000,6088.8,1101.8,,,,,,
1643607007,,,-1632.0,,,,,
1643607037,,,-1644.0,-8.0,-9.0,,,
1643607066,,,-248.0,,,,,
1643607096,,,56.0,3.0,-2.0,,,
1643607125,,,,,,0.0,9100.0,67.0
1643607126,,,56.0,,,,,
1643607157,,,-1668.0,-8.0,-9.0,,,
1643607186,,,-1660.0,,,,,
1643607217,,,-1660.0,-8.0,-9.0,,,
1643607246,,,-1652.0,,,,,
1643607277,,,-1652.0,-8.0,-9.0,,,
1643607306,,,-1424.0,,,,,
1643607338,,,-1096.0,-7.0,-6.0,,,
1643607367,,,56.0,,,,,
1643607397,,,56.0,3.0,-2.0,,,
1643607426,,,56.0,,,,,
1643607457,,,-1224.0,-6.0,-7.0,,,
1643607486,,,-1208.0,,,,,
1643607517,,,-1200.0,-6.0,-7.0,,,
1643607546,,,-1252.0,,,,,
1643607577,,,-1252.0,-6.0,-7.0,,,
1643607606,,,-1588.0,,,,,
1643607637,,,-1596.0,-8.0,-9.0,,,
1643607666,,,-1596.0,,,,,
1643607697,,,-1544.0,-7.0,-9.0,,,
1643607726,,,,,,0.0,9300.0,66.0
1643607727,,,-1544.0,,,,,
1643607757,,,-1536.0,-7.0,-9.0,,,
1643607787,,,-1516.0,,,,,
1643607818,,,-1520.0,-7.0,-9.0,,,
1643607846,,,-1512.0,,,,,
1643607877,,,56.0,4.0,-2.0,,,
1643607907,,,52.0,,,,,
1643607939,,,56.0,4.0,-2.0,,,
1643607967,,,56.0,,,,,
1643607997,,,-1096.0,-6.0,-7.0,,,
1643608027,,,-1088.0,,,,,
1643608057,,,-1472.0,-7.0,-9.0,,,
1643608087,,,-1480.0,,,,,
1643608118,,,-1476.0,-7.0,-9.0,,,
1643608147,,,-1468.0,,,,,
1643608177,,,-1460.0,-7.0,-9.0,,,
1643608207,,,-1456.0,,,,,
1643608238,,,-1452.0,-7.0,-9.0,,,
1643608267,,,-1444.0,,,,,
1643608298,,,56.0,4.0,-2.0,,,
1643608326,,,,,,0.0,9100.0,67.0
1643608327,,,56.0,,,,,
1643608358,,,56.0,4.0,-2.0,,,
1643608387,,,-1144.0,,,,,
1643608419,,,-1092.0,-6.0,-7.0,,,
1643608447,,,-1024.0,,,,,
1643608478,,,-1012.0,-5.0,-7.0,,,
1643608507,,,-1044.0,,,,,
1643608538,,,-1020.0,-6.0,-6.0,,,
1643608567,,,-752.0,,,,,
1643608598,,,-1132.0,-6.0,-7.0,,,
1643608627,,,-1416.0,,,,,
1643608658,,,52.0,3.0,-2.0,,,
1643608687,,,56.0,,,,,
1643608718,,,56.0,3.0,-2.0,,,
1643608747,,,-1376.0,,,,,
1643608778,,,-1372.0,-7.0,-8.0,,,
1643608800,6088.9,1102.3,,,,,,
1643608807,,,-1364.0,,,,,
1643608838,,,-1260.0,-6.0,-8.0,,,
1643608867,,,-1248.0,,,,,
1643608898,,,-1240.0,-6.0,-8.0,,,
1643608927,,,-1196.0,,,0.0,9400.0,66.0
1643608958,,,-976.0,-5.0,-7.0,,,
1643608987,,,-948.0,,,,,
1643609018,,,-876.0,-5.0,-6.0,,,
1643609047,,,-816.0,,,,,
1643609079,,,-812.0,-5.0,-6.0,,,
1643609108,,,60.0,,,,,
1643609139,,,56.0,4.0,-3.0,,,
1643609168,,,56.0,,,,,
1643609199,,,56.0,4.0,-3.0,,,
1643609228,,,56.0,,,,,
1643609259,,,56.0,4.0,-2.0,,,
1643609288,,,-1176.0,,,,,
1643609319,,,-1168.0,-6.0,-8.0,,,
1643609348,,,-1164.0,,,,,
1643609379,,,-1168.0,-6.0,-7.0,,,
1643609408,,,-1156.0,,,,,
1643609439,,,-1144.0,-6.0,-7.0,,,
1643609468,,,-1144.0,,,,,
1643609499,,,-1140.0,-6.0,-7.0,,,
1643609528,,,-1144.0,,,0.0,9200.0,66.0
1643609559,,,-1140.0,-6.0,-7.0,,,
1643609588,,,-184.0,,,,,
1643609619,,,56.0,4.0,-3.0,,,
1643609648,,,56.0,,,,,
1643609679,,,-708.0,-5.0,-6.0,,,
1643609708,,,-680.0,,,,,
1643609739,,,-680.0,-5.0,-6.0,,,
1643609768,,,-664.0,,,,,
1643609799,,,-464.0,-5.0,-4.0,,,
1643609829,,,-728.0,,,,,
1643609859,,,-724.0,-5.0,-6.0,,,
1643609889,,,-716.0,,,,,
1643609919,,,60.0,4.0,-3.0,,,
1643609948,,,56.0,,,,,
1643609979,,,56.0,4.0,-3.0,,,
1643610009,,,56.0,,,,,
1643610041,,,56.0,4.0,-2.0,,,
1643610069,,,-1020.0,,,,,
1643610099,,,-1012.0,-6.0,-7.0,,,
1643610128,,,,,,0.0,9300.0,66.0
1643610129,,,-1004.0,,,,,
1643610160,,,-1000.0,-6.0,-7.0,,,
1643610189,,,-988.0,,,,,
1643610219,,,-976.0,-6.0,-7.0,,,
1643610249,,,-976.0,,,,,
1643610280,,,-972.0,-5.0,-7.0,,,
1643610309,,,-964.0,,,,,
1643610341,,,-800.0,-5.0,-6.0,,,
1643610369,,,-680.0,,,,,
1643610400,,,56.0,4.0,-3.0,,,
1643610429,,,56.0,,,,,
1643610460,,,56.0,4.0,-3.0,,,
1643610489,,,56.0,,,,,
1643610520,,,56.0,4.0,-3.0,,,
1643610549,,,-540.0,,,,,
1643610580,,,-540.0,-4.0,-5.0,,,
1643610600,6088.9,1102.6,,,,,,
1643610609,,,-524.0,,,,,
1643610640,,,-520.0,-4.0,-5.0,,,
1643610669,,,-580.0,,,,,
1643610700,,,-836.0,-5.0,-6.0,,,
1643610729,,,-820.0,,,0.0,9100.0,64.0
1643610760,,,-840.0,-4.0,-6.0,,,
1643610790,,,-836.0,,,,,
1643610820,,,-852.0,-4.0,-6.0,,,
1643610849,,,-884.0,,,,,
1643610880,,,-868.0,-4.0,-6.0,,,
1643610909,,,-856.0,,,,,
1643610940,,,-860.0,-4.0,-6.0,,,
1643610969,,,-848.0,,,,,
1643611000,,,-840.0,-4.0,-6.0,,,
1643611030,,,-348.0,,,,,
1643611061,,,-524.0,-3.0,-4.0,,,
1643611090,,,-492.0,,,,,
1643611121,,,-424.0,-3.0,-4.0,,,
1643611150,,,-412.0,,,,,
1643611182,,,-420.0,-3.0,-4.0,,,
1643611211,,,-424.0,,,,,
1643611241,,,-456.0,-3.0,-4.0,,,
1643611270,,,-464.0,,,,,
1643611301,,,-556.0,-4.0,-5.0,,,
1643611329,,,,,,0.0,9100.0,67.0
1643611330,,,-760.0,,,,,
1643611361,,,-764.0,-4.0,-5.0,,,
1643611390,,,-760.0,,,,,
1643611421,,,-752.0,-4.0,-5.0,,,
1643611450,,,-748.0,,,,,
1643611481,,,-732.0,-4.0,-5.0,,,
1643611510,,,-720.0,,,,,
1643611541,,,-716.0,-4.0,-5.0,,,
1643611570,,,-712.0,,,,,
1643611601,,,-712.0,-4.0,-5.0,,,
1643611630,,,-700.0,,,,,
1643611661,,,-696.0,-4.0,-5.0,,,
1643611691,,,-688.0,,,,,
1643611721,,,-676.0,-4.0,-5.0,,,
1643611750,,,-676.0,,,,,
1643611781,,,-664.0,-4.0,-5.0,,,
1643611811,,,-656.0,,,,,
1643611842,,,-648.0,-4.0,-5.0,,,
1643611870,,,-640.0,,,,,
1643611903,,,-636.0,-4.0,-5.0,,,
1643611930,,,,,,0.0,9100.0,67.0
1643611931,,,-628.0,,,,,
1643611962,,,-616.0,-4.0,-5.0,,,
1643611991,,,-604.0,,,,,
1643612022,,,-596.0,-4.0,-5.0,,,
1643612052,,,-580.0,,,,,
1643612082,,,-568.0,-4.0,-5.0,,,
1643612111,,,-576.0,,,,,
1643612142,,,-560.0,-4.0,-5.0,,,
1643612171,,,-552.0,,,,,
1643612202,,,-524.0,-4.0,-4.0,,,
1643612231,,,-524.0,,,,,
1643612262,,,-288.0,-4.0,-3.0,,,
1643612291,,,-516.0,,,,,
1643612322,,,-460.0,-3.0,-4.0,,,
1643612352,,,-256.0,,,,,
1643612382,,,-220.0,3.0,-3.0,,,
1643612400,6088.9,1102.9,,,,,,
1643612412,,,-140.0,,,,,
1643612442,,,-80.0,3.0,-3.0,,,
1643612472,,,0.0,,,,,
1643612502,,,40.0,3.0,-3.0,,,
1643612531,,,84.0,,,0.0,9100.0,67.0
1643612562,,,-328.0,-3.0,-4.0,,,
1643612591,,,-344.0,,,,,
1643612622,,,-348.0,-3.0,-4.0,,,
1643612651,,,-336.0,,,,,
1643612682,,,-304.0,-3.0,-3.0,,,
1643612712,,,-276.0,,,,,
1643612742,,,-256.0,-3.0,-3.0,,,
1643612772,,,-256.0,,,,,
1643612802,,,-212.0,3.0,-3.0,,,
1643612831,,,-208.0,,,,,
1643612863,,,-152.0,3.0,-3.0,,,
1643612892,,,-156.0,,,,,
1643612923,,,-188.0,3.0,-3.0,,,
1643612952,,,-176.0,,,,,
1643612983,,,-152.0,3.0,-3.0,,,
1643613012,,,-152.0,,,,,
1643613043,,,-164.0,3.0,-3.0,,,
1643613072,,,-184.0,,,,,
1643613103,,,-168.0,3.0,-3.0,,,
1643613131,,,,,,0.0,9100.0,67.0
1643613132,,,-168.0,,,,,
1643613163,,,-164.0,3.0,-3.0,,,
1643613192,,,128.0,,,,,
1643613223,,,124.0,3.0,2.0,,,
1643613252,,,104.0,,,,,
1643613283,,,20.0,3.0,-2.0,,,
1643613312,,,48.0,,,,,
1643613343,,,80.0,3.0,2.0,,,
1643613372,,,88.0,,,,,
1643613403,,,88.0,3.0,2.0,,,
1643613432,,,80.0,,,,,
1643613463,,,80.0,3.0,2.0,,,
1643613492,,,68.0,,,,,
1643613524,,,124.0,3.0,2.0,,,
1643613553,,,48.0,,,,,
1643613583,,,48.0,3.0,-2.0,,,
1643613613,,,36.0,,,,,
1643613643,,,132.0,3.0,-2.0,,,
1643613673,,,60.0,,,,,
1643613704,,,128.0,3.0,-2.0,,,
1643613732,,,128.0,,,0.0,9100.0,67.0
1643613763,,,132.0,3.0,-2.0,,,
1643613794,,,136.0,,,,,
1643613824,,,132.0,3.0,-2.0,,,
1643613853,,,132.0,,,,,
1643613884,,,132.0,3.0,-2.0,,,
1643613912,,,128.0,,,,,
1643613944,,,164.0,4.0,-2.0,,,
1643613973,,,72.0,,,,,
1643614004,,,84.0,3.0,2.0,,,
1643614033,,,116.0,,,,,
1643614064,,,120.0,3.0,2.0,,,
1643614093,,,120.0,,,,,
1643614124,,,124.0,3.0,2.0,,,
1643614153,,,124.0,,,,,
1643614184,,,124.0,3.0,2.0,,,
1643614200,6088.9,1103.0,,,,,,
1643614213,,,120.0,,,,,
1643614244,,,88.0,3.0,2.0,,,
1643614273,,,68.0,,,,,
1643614304,,,132.0,3.0,-2.0,,,
1643614333,,,344.0,,,0.0,9500.0,64.0
1643614364,,,64.0,4.0,-3.0,,,
1643614393,,,64.0,,,,,
1643614424,,,64.0,4.0,-3.0,,,
1643614453,,,64.0,,,,,
1643614484,,,64.0,4.0,-3.0,,,
1643614514,,,64.0,,,,,
1643614544,,,60.0,4.0,3.0,,,
1643614574,,,64.0,,,,,
1643614605,,,64.0,4.0,3.0,,,
1643614633,,,64.0,,,,,
1643614666,,,64.0,4.0,3.0,,,
1643614694,,,60.0,,,,,
1643614725,,,64.0,4.0,3.0,,,
1643614754,,,64.0,,,,,
1643614784,,,60.0,4.0,3.0,,,
1643614814,,,64.0,,,,,
1643614845,,,60.0,4.0,3.0,,,
1643614874,,,64.0,,,,,
1643614905,,,64.0,4.0,-3.0,,,
1643614933,,,,,,100.0,9500.0,67.0
1643614934,,,64.0,,,,,
1643614964,,,64.0,4.0,-3.0,,,
1643614994,,,60.0,,,,,
1643615025,,,64.0,4.0,-3.0,,,
1643615054,,,64.0,,,,,
1643615085,,,64.0,4.0,-3.0,,,
1643615114,,,64.0,,,,,
1643615145,,,60.0,4.0,-3.0,,,
1643615174,,,64.0,,,,,
1643615205,,,64.0,4.0,3.0,,,
1643615234,,,60.0,,,,,
1643615265,,,64.0,4.0,3.0,,,
1643615295,,,64.0,,,,,
1643615325,,,64.0,4.0,3.0,,,
1643615354,,,64.0,,,,,
1643615385,,,64.0,4.0,3.0,,,
1643615414,,,60.0,,,,,
1643615445,,,64.0,4.0,-4.0,,,
1643615474,,,60.0,,,,,
1643615505,,,60.0,8.0,-7.0,,,
1643615534,,,,,,200.0,9300.0,67.0
1643615535,,,60.0,,,,,
1643615565,,,64.0,4.0,-3.0,,,
1643615594,,,64.0,,,,,
1643615626,,,64.0,5.0,-4.0,,,
1643615654,,,60.0,,,,,
1643615686,,,64.0,3.0,3.0,,,
1643615715,,,60.0,,,,,
1643615745,,,64.0,4.0,3.0,,,
1643615775,,,64.0,,,,,
1643615805,,,64.0,4.0,3.0,,,
1643615835,,,64.0,,,,,
1643615865,,,60.0,4.0,3.0,,,
1643615895,,,64.0,,,,,
1643615926,,,64.0,4.0,3.0,,,
1643615955,,,64.0,,,,,
1643615986,,,64.0,4.0,3.0,,,
1643616000,6088.9,1103.0,,,,,,
1643616015,,,60.0,,,,,
1643616047,,,64.0,4.0,3.0,,,
1643616075,,,64.0,,,,,
1643616106,,,64.0,4.0,3.0,,,
1643616135,,,60.0,,,500.0,8700.0,67.0
1643616166,,,64.0,4.0,2.0,,,
1643616195,,,60.0,,,,,
1643616226,,,64.0,4.0,2.0,,,
1643616255,,,60.0,,,,,
1643616286,,,64.0,4.0,2.0,,,
1643616315,,,64.0,,,,,
1643616346,,,64.0,4.0,2.0,,,
1643616375,,,60.0,,,,,
1643616406,,,64.0,4.0,2.0,,,
1643616435,,,64.0,,,,,
1643616466,,,60.0,3.0,2.0,,,
1643616495,,,60.0,,,,,
1643616526,,,64.0,4.0,3.0,,,
1643616556,,,64.0,,,,,
1643616586,,,60.0,4.0,3.0,,,
1643616615,,,64.0,,,,,
1643616646,,,64.0,4.0,3.0,,,
1643616676,,,64.0,,,,,
1643616707,,,60.0,4.0,2.0,,,
1643616735,,,,,,600.0,8700.0,67.0
1643616736,,,64.0,,,,,
1643616767,,,64.0,4.0,3.0,,,
1643616796,,,60.0,,,,,
1643616827,,,60.0,4.0,2.0,,,
1643616856,,,60.0,,,,,
1643616887,,,64.0,4.0,2.0,,,
1643616916,,,60.0,,,,,
1643616946,,,64.0,4.0,2.0,,,
1643616976,,,64.0,,,,,
1643617006,,,60.0,4.0,2.0,,,
1643617036,,,64.0,,,,,
1643617068,,,64.0,4.0,2.0,,,
1643617096,,,60.0,,,,,
1643617127,,,64.0,4.0,2.0,,,
1643617156,,,60.0,,,,,
1643617187,,,64.0,3.0,3.0,,,
1643617216,,,64.0,,,,,
1643617247,,,64.0,3.0,3.0,,,
1643617276,,,60.0,,,,,
1643617307,,,60.0,4.0,3.0,,,
1643617336,,,64.0,,,600.0,8500.0,67.0
1643617367,,,64.0,4.0,3.0,,,
1643617396,,,64.0,,,,,
1643617427,,,64.0,4.0,2.0,,,
1643617457,,,64.0,,,,,
1643617487,,,64.0,4.0,3.0,,,
1643617516,,,64.0,,,,,
1643617547,,,64.0,4.0,3.0,,,
1643617576,,,64.0,,,,,
1643617609,,,64.0,4.0,3.0,,,
1643617637,,,60.0,,,,,
1643617667,,,60.0,4.0,3.0,,,
1643617696,,,64.0,,,,,
1643617727,,,64.0,4.0,3.0,,,
1643617757,,,60.0,,,,,
1643617787,,,64.0,4.0,3.0,,,
1643617800,6089.0,1103.0,,,,,,
1643617817,,,64.0,,,,,
1643617848,,,64.0,4.0,3.0,,,
1643617877,,,60.0,,,,,
1643617908,,,60.0,4.0,3.0,,,
1643617936,,,,,,600.0,8400.0,67.0
1643617938,,,64.0,,,,,
1643617968,,,64.0,3.0,3.0,,,
1643617997,,,64.0,,,,,
1643618028,,,64.0,3.0,3.0,,,
1643618057,,,64.0,,,,,
1643618088,,,64.0,3.0,3.0,,,
1643618117,,,64.0,,,,,
1643618148,,,64.0,4.0,3.0,,,
1643618177,,,64.0,,,,,
1643618208,,,64.0,4.0,3.0,,,
1643618237,,,64.0,,,,,
1643618268,,,64.0,4.0,3.0,,,
1643618297,,,64.0,,,,,
1643618328,,,64.0,4.0,3.0,,,
1643618357,,,68.0,,,,,
1643618390,,,64.0,4.0,3.0,,,
1643618417,,,64.0,,,,,
1643618449,,,64.0,4.0,3.0,,,
1643618477,,,60.0,,,,,
1643618508,,,64.0,4.0,3.0,,,
1643618537,,,64.0,,,700.0,8200.0,67.0
1643618568,,,64.0,4.0,3.0,,,
1643618598,,,60.0,,,,,
1643618629,,,64.0,4.0,2.0,,,
1643618658,,,64.0,,,,,
1643618688,,,64.0,3.0,2.0,,,
1643618717,,,60.0,,,,,
1643618748,,,64.0,3.0,2.0,,,
1643618777,,,64.0,,,,,
1643618808,,,60.0,3.0,2.0,,,
1643618837,,,64.0,,,,,
1643618868,,,64.0,3.0,2.0,,,
1643618897,,,64.0,,,,,
1643618928,,,64.0,3.0,2.0,,,
1643618957,,,64.0,,,,,
1643618988,,,64.0,3.0,2.0,,,
1643619017,,,64.0,,,,,
1643619048,,,60.0,3.0,2.0,,,
1643619077,,,60.0,,,,,
1643619109,,,64.0,3.0,2.0,,,
1643619137,,,64.0,,,700.0,8200.0,67.0
1643619168,,,60.0,4.0,3.0,,,
1643619197,,,60.0,,,,,
1643619228,,,64.0,4.0,3.0,,,
1643619257,,,64.0,,,,,
1643619288,,,60.0,4.0,3.0,,,
1643619317,,,64.0,,,,,
1643619348,,,60.0,3.0,2.0,,,
1643619377,,,64.0,,,,,
1643619408,,,60.0,3.0,2.0,,,
1643619437,,,64.0,,,,,
1643619468,,,64.0,3.0,2.0,,,
1643619497,,,60.0,,,,,
1643619528,,,64.0,3.0,2.0,,,
1643619558,,,64.0,,,,,
1643619588,,,64.0,3.0,2.0,,,
1643619600,6089.0,1103.0,,,,,,
1643619617,,,64.0,,,,,
1643619649,,,60.0,3.0,2.0,,,
1643619678,,,64.0,,,,,
1643619709,,,64.0,3.0,2.0,,,
1643619737,,,,,,700.0,8200.0,67.0
1643619738,,,64.0,,,,,
1643619768,,,60.0,3.0,2.0,,,
1643619798,,,64.0,,,,,
1643619829,,,64.0,3.0,2.0,,,
1643619858,,,60.0,,,,,
1643619889,,,64.0,4.0,3.0,,,
1643619918,,,64.0,,,,,
1643619949,,,64.0,4.0,-2.0,,,
1643619978,,,60.0,,,,,
1643620009,,,64.0,4.0,-2.0,,,
1643620038,,,64.0,,,,,
1643620069,,,64.0,3.0,2.0,,,
1643620098,,,64.0,,,,,
1643620129,,,60.0,3.0,2.0,,,
1643620158,,,60.0,,,,,
1643620190,,,64.0,3.0,3.0,,,
1643620219,,,64.0,,,,,
1643620249,,,64.0,3.0,3.0,,,
1643620278,,,60.0,,,,,
1643620309,,,60.0,3.0,3.0,,,
1643620338,,,64.0,,,800.0,8100.0,67.0
1643620370,,,60.0,3.0,3.0,,,
1643620398,,,60.0,,,,,
1643620429,,,64.0,3.0,3.0,,,
1643620458,,,60.0,,,,,
1643620490,,,60.0,3.0,3.0,,,
1643620519,,,64.0,,,,,
1643620551,,,64.0,3.0,3.0,,,
1643620579,,,64.0,,,,,
1643620610,,,64.0,3.0,3.0,,,
1643620639,,,60.0,,,,,
1643620670,,,64.0,3.0,3.0,,,
1643620699,,,60.0,,,,,
1643620730,,,60.0,3.0,3.0,,,
1643620759,,,64.0,,,,,
1643620792,,,64.0,4.0,-3.0,,,
1643620820,,,64.0,,,,,
1643620850,,,80.0,3.0,3.0,,,
1643620880,,,64.0,,,,,
1643620910,,,64.0,4.0,-3.0,,,
1643620939,,,60.0,,,800.0,8000.0,67.0
1643620970,,,64.0,7.0,-6.0,,,
1643620999,,,64.0,,,,,
1643621030,,,64.0,4.0,-3.0,,,
1643621060,,,64.0,,,,,
1643621090,,,68.0,4.0,-3.0,,,
1643621119,,,64.0,,,,,
1643621150,,,64.0,3.0,3.0,,,
1643621180,,,60.0,,,,,
1643621210,,,64.0,3.0,3.0,,,
1643621239,,,48.0,,,,,
1643621270,,,60.0,3.0,3.0,,,
1643621299,,,60.0,,,,,
1643621330,,,60.0,3.0,3.0,,,
1643621359,,,64.0,,,,,
1643621390,,,64.0,4.0,-3.0,,,
1643621400,6089.0,1103.0,,,,,,
1643621419,,,64.0,,,,,
1643621451,,,60.0,3.0,2.0,,,
1643621479,,,60.0,,,,,
1643621511,,,64.0,3.0,2.0,,,
1643621539,,,,,,1200.0,7500.0,67.0
1643621540,,,60.0,,,,,
1643621571,,,60.0,3.0,2.0,,,
1643621600,,,60.0,,,,,
1643621630,,,60.0,3.0,2.0,,,
1643621660,,,44.0,,,,,
1643621691,,,60.0,6.0,-5.0,,,
1643621720,,,60.0,,,,,
1643621751,,,76.0,5.0,-5.0,,,
1643621780,,,60.0,,,,,
1643621811,,,60.0,6.0,-5.0,,,
1643621840,,,60.0,,,,,
1643621871,,,64.0,5.0,-5.0,,,
1643621900,,,60.0,,,,,
1643621931,,,60.0,6.0,-5.0,,,
1643621960,,,68.0,,,,,
1643621991,,,64.0,3.0,2.0,,,
1643622020,,,60.0,,,,,
1643622051,,,72.0,4.0,1.0,,,
1643622080,,,64.0,,,,,
1643622111,,,60.0,3.0,3.0,,,
1643622140,,,60.0,,,1200.0,7500.0,67.0
1643622171,,,72.0,4.0,-1.0,,,
1643622200,,,52.0,,,,,
1643622231,,,44.0,4.0,-2.0,,,
1643622260,,,60.0,,,,,
1643622291,,,64.0,4.0,-3.0,,,
1643622320,,,64.0,,,,,
1643622351,,,60.0,3.0,2.0,,,
1643622380,,,64.0,,,,,
1643622411,,,60.0,3.0,2.0,,,
1643622440,,,68.0,,,,,
1643622471,,,60.0,3.0,1.0,,,
1643622500,,,60.0,,,,,
1643622531,,,64.0,3.0,2.0,,,
1643622560,,,64.0,,,,,
1643622591,,,60.0,3.0,2.0,,,
1643622621,,,60.0,,,,,
1643622651,,,60.0,3.0,2.0,,,
1643622681,,,68.0,,,,,
1643622712,,,64.0,3.0,-1.0,,,
1643622740,,,,,,1200.0,7500.0,67.0
1643622741,,,60.0,,,,,
1643622772,,,64.0,3.0,2.0,,,
1643622801,,,64.0,,,,,
1643622832,,,64.0,3.0,2.0,,,
1643622861,,,60.0,,,,,
1643622892,,,60.0,3.0,2.0,,,
1643622922,,,64.0,,,,,
1643622952,,,60.0,3.0,2.0,,,
1643622981,,,64.0,,,,,
1643623012,,,60.0,3.0,2.0,,,
1643623041,,,60.0,,,,,
1643623072,,,60.0,3.0,2.0,,,
1643623101,,,60.0,,,,,
1643623132,,,60.0,3.0,2.0,,,
1643623161,,,64.0,,,,,
1643623192,,,60.0,3.0,2.0,,,
1643623200,6089.1,1103.0,,,,,,
1643623221,,,64.0,,,,,
1643623252,,,60.0,3.0,2.0,,,
1643623281,,,60.0,,,,,
1643623312,,,60.0,5.0,-4.0,,,
1643623341,,,,,,1100.0,7600.0,67.0
1643623342,,,64.0,,,,,
1643623372,,,60.0,5.0,-4.0,,,
1643623401,,,60.0,,,,,
1643623433,,,64.0,5.0,-4.0,,,
1643623461,,,60.0,,,,,
1643623493,,,60.0,5.0,-4.0,,,
1643623522,,,64.0,,,,,
1643623553,,,60.0,5.0,-4.0,,,
1643623582,,,60.0,,,,,
1643623614,,,64.0,5.0,-4.0,,,
1643623642,,,60.0,,,,,
1643623672,,,64.0,3.0,2.0,,,
1643623702,,,56.0,,,,,
1643623732,,,60.0,5.0,-4.0,,,
1643623762,,,60.0,,,,,
1643623793,,,72.0,4.0,-2.0,,,
1643623822,,,76.0,,,,,
1643623853,,,60.0,3.0,2.0,,,
1643623882,,,64.0,,,,,
1643623913,,,64.0,3.0,2.0,,,
1643623942,,,60.0,,,1300.0,7400.0,67.0
1643623973,,,60.0,3.0,2.0,,,
1643624002,,,64.0,,,,,
1643624033,,,64.0,3.0,2.0,,,
1643624062,,,60.0,,,,,
1643624093,,,64.0,3.0,2.0,,,
1643624123,,,64.0,,,,,
1643624154,,,64.0,4.0,3.0,,,
1643624183,,,64.0,,,,,
1643624213,,,60.0,4.0,3.0,,,
1643624243,,,64.0,,,,,
1643624273,,,64.0,4.0,3.0,,,
1643624303,,,64.0,,,,,
1643624334,,,64.0,4.0,3.0,,,
1643624363,,,64.0,,,,,
1643624394,,,64.0,4.0,3.0,,,
1643624422,,,64.0,,,,,
1643624453,,,60.0,3.0,3.0,,,
1643624482,,,60.0,,,,,
1643624513,,,64.0,3.0,3.0,,,
1643624542,,,,,,1200.0,7500.0,67.0
1643624543,,,60.0,,,,,
1643624574,,,60.0,3.0,3.0,,,
1643624603,,,60.0,,,,,
1643624633,,,64.0,3.0,3.0,,,
1643624663,,,60.0,,,,,
1643624693,,,60.0,3.0,3.0,,,
1643624723,,,64.0,,,,,
1643624753,,,64.0,3.0,3.0,,,
1643624784,,,64.0,,,,,
1643624815,,,60.0,3.0,3.0,,,
1643624843,,,64.0,,,,,
1643624874,,,64.0,3.0,3.0,,,
1643624903,,,60.0,,,,,
1643624934,,,60.0,4.0,3.0,,,
1643624963,,,64.0,,,,,
